Team_Season,Team,QB,RB,WR,TE,OL,Offense,IDL,EDGE,LB,S,CB,Defense,Season,W_PCT,Playoffs,SB,Cap,QB_P,RB_P,WR_P,TE_P,OL_P,IDL_P,EDGE_P,LB_P,S_P,CB_P,Defense_P,Offense_P,Dead_Open_Specials,W
Dolphins 2022,Dolphins,15532211,6283012,22148490,19623554,25147971,88735238,22072401,16107979,15828692,10737529,29180509,93927110,2022,0.529,1,0,208200000,0.07460235831,0.03017777137,0.1063808357,0.09425338136,0.1207875648,0.1060153746,0.0773678146,0.07602637848,0.05157314601,0.1401561431,0.4511388569,0.4262019116,0.1226592315,9
Vikings 2022,Vikings,32714868,15003672,20983931,4284548,23308381,96295400,15474289,19943129,19514329,12077857,10659606,77669210,2022,0.765,1,0,208200000,0.1571319308,0.0720637464,0.1007873727,0.02057900096,0.111951878,0.07432415466,0.09578832373,0.09372876561,0.05801084054,0.05119887608,0.3730509606,0.4625139289,0.1644351105,13
Patriots 2022,Patriots,6453362,5591629,35197112,23907622,26861818,98011543,18729027,22426262,8224132,17181924,19990358,86551703,2022,0.471,0,0,208200000,0.03099597502,0.02685700768,0.1690543324,0.1148300768,0.1290192988,0.08995690202,0.1077149952,0.03950111431,0.08252605187,0.09601516811,0.4157142315,0.4707566907,0.1135290778,8
Saints 2022,Saints,7103500,9824543,25618265,7923351,31639451,82109110,11178334,22420038,11770496,11076225,15450274,71895367,2022,0.412,0,0,208200000,0.03411863593,0.04718800672,0.1230464217,0.03805644092,0.1519666234,0.05369036503,0.1076851009,0.05653456292,0.05319992795,0.07420880884,0.3453187656,0.3943761287,0.2603051057,7
Giants 2022,Giants,11387502,9341218,33814024,964500,29496146,85003390,22368816,11294138,3987964,7641916,15143232,60436066,2022,0.559,1,0,208200000,0.05469501441,0.044866561,0.1624112584,0.004632564841,0.141672171,0.1074390778,0.05424658021,0.01915448607,0.0367046878,0.0727340634,0.2902788953,0.4082775696,0.3014435351,9
Jets 2022,Jets,14312222,4608666,25719256,8380587,46776978,99797709,20430097,33306114,10709069,8834308,16520137,89799725,2022,0.412,0,0,208200000,0.0687426609,0.02213576369,0.123531489,0.04025257925,0.2246732853,0.09812726705,0.1599717291,0.05143645053,0.04243183477,0.07934743996,0.4313147214,0.4793357781,0.08934950048,7
Eagles 2022,Eagles,5008230,5245906,13659798,6148811,37545173,67607918,30816368,21673435,6090121,5344794,17532680,81457398,2022,0.824,1,0,208200000,0.02405489914,0.02519647454,0.06560902017,0.02953319404,0.180332243,0.1480132949,0.1040991114,0.02925130163,0.02567144092,0.08421075889,0.3912459078,0.3247258309,0.2840282613,14
Steelers 2022,Steelers,10257801,5678067,15219777,3360462,18038971,52555078,35843671,27954767,16767187,13290212,16048278,109904115,2022,0.529,0,0,208200000,0.04926897695,0.02727217579,0.0731017147,0.01614054755,0.08664251201,0.1721598031,0.1342688136,0.08053403939,0.06383387128,0.07708106628,0.5278775937,0.252425927,0.2196964793,9
49ers 2022,49ers,22715235,3134553,15039393,10376509,29524154,80789844,18535038,25268938,16541317,17549904,14537091,92432288,2022,0.765,1,0,208200000,0.1091029539,0.01505548991,0.072235317,0.04983914025,0.1418066955,0.0890251585,0.1213685783,0.07944916907,0.08429348703,0.06982272334,0.4439591162,0.3880395965,0.1680012872,13
Seahawks 2022,Seahawks,5309222,9510195,23912230,7941161,23568919,70241727,24351722,16138952,10206077,18131252,7838060,76666063,2022,0.529,1,0,208200000,0.02550058598,0.04567817003,0.1148522094,0.03814198367,0.1132032613,0.116963122,0.07751658021,0.04902054275,0.08708574448,0.03764678194,0.3682327714,0.3373762104,0.2943910183,9
Buccaneers 2022,Buccaneers,15762231,7606106,25649717,6774488,36945947,92738489,16245569,13044679,26999723,6991080,16467478,79748529,2022,0.471,1,0,208200000,0.07570716138,0.03653268972,0.123197488,0.03253836695,0.1774541162,0.07802866955,0.06265455812,0.1296816667,0.03357867435,0.07909451489,0.3830380836,0.4454298223,0.1715320941,8
Titans 2022,Titans,39710700,11960977,14123712,6991640,29697377,102484406,16401876,27135472,8756546,14150405,11447369,77891668,2022,0.412,0,0,208200000,0.1907334294,0.05744945725,0.06783723343,0.03358136407,0.1426386984,0.07877942363,0.1303336792,0.04205833814,0.06796544188,0.05498256004,0.3741194428,0.4922401825,0.1336403746,7
Commanders 2022,Commanders,32853576,5121964,28411119,9657546,35455377,111499582,20137963,17081969,9648261,6572800,15391044,68832037,2022,0.5,0,0,208200000,0.1577981556,0.02460117195,0.1364607061,0.04638590778,0.1702947983,0.09672412584,0.08204596061,0.04634131124,0.03156964457,0.07392432277,0.330605365,0.5355407397,0.1338538953,8
Packers 2022,Packers,32117878,7807590,12102936,9967867,31221736,93218007,22816924,18660198,9700624,15340635,15826881,82345262,2022,0.471,0,0,208200000,0.1542645437,0.03750043228,0.05813129683,0.0478764025,0.1499603074,0.1095913737,0.08962631124,0.0465928146,0.07368220461,0.07601768012,0.3955103842,0.4477329827,0.156756633,8
Cardinals 2021,Cardinals,11081777,4387168,22461209,10860784,38223833,87014771,17619203,33036833,17081727,11793083,5346723,84877569,2021,0.647,1,0,182500000,0.06072206575,0.02403927671,0.1230751178,0.05951114521,0.2094456603,0.09654357808,0.1810237425,0.09359850411,0.06461963288,0.02929711233,0.4650825699,0.4767932658,0.05812416438,11
Falcons 2021,Falcons,29429000,3371749,12173921,10820907,28356946,84152523,28858522,13833204,10355974,5057903,8919054,67024657,2021,0.412,0,0,182500000,0.1612547945,0.01847533699,0.06670641644,0.0592926411,0.155380526,0.1581288877,0.07579837808,0.05674506301,0.02771453699,0.04887152877,0.3672583945,0.4611097151,0.1716318904,7
Ravens 2021,Ravens,4028597,7300004,14428685,10494617,26461996,62713899,32559525,9520273,8917743,7604949,31470976,90073466,2021,0.471,0,0,182500000,0.02207450411,0.04000002192,0.07906128767,0.05750475068,0.1449972384,0.1784083562,0.05216587945,0.04886434521,0.04167095342,0.1724437041,0.4935532384,0.3436378027,0.1628089589,8
Bills 2021,Bills,12943981,4749059,22340141,2152750,32975145,75161076,21438386,24237883,23070184,13577981,13341560,95665994,2021,0.647,1,0,182500000,0.07092592329,0.0260222411,0.1224117315,0.01179589041,0.180685726,0.1174706082,0.1328103178,0.1264119671,0.07439989589,0.07310443836,0.5241972274,0.4118415123,0.06396126027,11
Panthers 2021,Panthers,11654685,8710326,16677314,4033313,21170301,62245939,14544720,11028902,10498344,8287077,19983381,64342424,2021,0.294,0,0,182500000,0.06386128767,0.0477278137,0.09138254247,0.02210034521,0.1160016493,0.07969709589,0.06043233973,0.0575251726,0.0454086411,0.1094979781,0.3525612274,0.3410736384,0.3063651342,5
Bears 2021,Bears,15162197,6793142,23816178,9074724,18806298,73652539,26939624,29052430,14937106,8872500,6517421,86319081,2021,0.353,0,0,182500000,0.08308053151,0.03722269589,0.1304996055,0.04972451507,0.1030482082,0.1476143781,0.1591913973,0.08184715616,0.04861643836,0.03571189589,0.4729812658,0.4035755562,0.1234431781,6
Bengals 2021,Bengals,9918102,11151410,20240018,8811429,25634500,75755459,24636551,18701932,6670520,11945326,32331140,94285469,2021,0.588,1,0,182500000,0.05434576438,0.06110361644,0.1109042082,0.04828180274,0.1404630137,0.1349948,0.1024763397,0.03655079452,0.0654538411,0.1771569315,0.5166327068,0.4150984055,0.06826888767,10
Browns 2021,Browns,17953574,12035178,18397436,16112858,48082696,112581742,4940321,18031468,8430221,10599169,16475385,58476564,2021,0.471,0,0,182500000,0.09837574795,0.06594618082,0.1008078685,0.08828963288,0.2634668274,0.02707025205,0.09880256438,0.04619299178,0.05807763836,0.09027608219,0.3204195288,0.6168862575,0.0626942137,8
Cowboys 2021,Cowboys,19135600,9421449,33396526,8390452,33054614,103398641,7668124,31773423,11100359,5742020,15221629,71505555,2021,0.706,1,0,182500000,0.1048526027,0.05162437808,0.182994663,0.04597507945,0.1811211726,0.04201711781,0.1741009479,0.06082388493,0.03146312329,0.0834061863,0.3918112603,0.5665678959,0.04162084384,12
Broncos 2021,Broncos,7063475,12823198,15644823,5387629,27755031,68674156,10943846,12395715,10360250,13133496,28883123,75716430,2021,0.412,0,0,182500000,0.0387039726,0.07026409863,0.08572505753,0.02952125479,0.1520823616,0.05996627945,0.06792172603,0.05676849315,0.07196436164,0.1582636877,0.4148845479,0.3762967452,0.2088187068,7
Lions 2021,Lions,14042071,5166911,5166732,6768589,30734194,61878497,10650670,28999584,6343876,6480559,11531638,64006327,2021,0.206,0,0,182500000,0.07694285479,0.0283118411,0.02831086027,0.0370881589,0.1684065425,0.05835983562,0.1589018301,0.03476096438,0.03550991233,0.06318705753,0.3507196,0.3390602575,0.3102201425,3
Texans 2021,Texans,22848835,8294192,11736292,5623184,29182608,77685111,9920959,6488018,13244544,13656590,13021581,56331692,2021,0.235,0,0,182500000,0.1251990959,0.0454476274,0.06430844932,0.03081196712,0.1599047014,0.05436141918,0.03555078356,0.07257284384,0.07483063014,0.07135112877,0.3086668055,0.4256718411,0.2656613534,4
Colts 2021,Colts,22136113,6827157,16192231,10466191,43792546,99414238,29958645,11329895,13284980,5690631,17788830,78052981,2021,0.529,0,0,182500000,0.1212937699,0.03740907945,0.08872455342,0.05734899178,0.2399591562,0.1641569589,0.06208161644,0.07279441096,0.03118153973,0.0974730411,0.4276875671,0.5447355507,0.02757688219,9
Jaguars 2021,Jaguars,8947733,6466686,14495851,6349550,51489049,87748869,12950289,18128257,17240543,6730468,14101980,69151537,2021,0.176,0,0,182500000,0.04902867397,0.03543389589,0.07942932055,0.03479205479,0.2821317753,0.07096048767,0.09933291507,0.09446872877,0.03687927671,0.07727112329,0.3789125315,0.4808157205,0.1402717479,3
Chiefs 2021,Chiefs,9351714,5433901,22867909,9570894,18617755,65842173,18486165,29594317,15978427,23604868,9058130,96721907,2021,0.706,1,0,182500000,0.05124226849,0.0297748,0.125303611,0.05244325479,0.1020150959,0.1012940548,0.1621606411,0.08755302466,0.1293417425,0.04963358904,0.5299830521,0.3607790301,0.1092379178,12
Raiders 2021,Raiders,25765000,10563364,5819855,8743209,32231713,83123141,11778821,18564836,19055704,6248290,9303864,64951515,2021,0.588,1,0,182500000,0.1411780822,0.05788144658,0.03188961644,0.04790799452,0.176612126,0.06454148493,0.1017251288,0.1044148164,0.03423720548,0.05098007671,0.3558987123,0.4554692658,0.1886320219,10
Chargers 2021,Chargers,8035281,8542094,34801898,7986554,32588937,91954764,19659580,25210644,8301664,7817229,22630464,83619581,2021,0.529,0,0,182500000,0.04402893699,0.04680599452,0.1906953315,0.04376193973,0.1785695178,0.107723726,0.1381405151,0.04548856986,0.04283413151,0.1240025425,0.4581894849,0.5038617205,0.03794879452,9
Rams 2021,Rams,21515000,6524693,15345744,8559019,19911195,71855651,24636263,10301210,2935466,4560477,17562194,59995610,2021,0.706,1,1,182500000,0.117890411,0.03575174247,0.08408626849,0.04689873425,0.1091024384,0.1349932219,0.0564449863,0.01608474521,0.02498891507,0.0962312,0.3287430685,0.3937295945,0.277527337,12
Dolphins 2021,Dolphins,11954381,5920953,38584072,10306584,16909929,83675919,13066824,11270090,9884867,12997394,34411144,81630319,2021,0.529,0,0,182500000,0.06550345753,0.03244357808,0.2114195726,0.05647443288,0.09265714521,0.07159903562,0.06175391781,0.05416365479,0.07121859726,0.1885542137,0.4472894192,0.4584981863,0.09421239452,9
Vikings 2021,Vikings,33286933,7166003,14628459,4765830,18976157,78823382,15957772,17192697,23783390,10655965,12555136,80144960,2021,0.471,0,0,182500000,0.1823941534,0.03926576986,0.08015593973,0.02611413699,0.1039789425,0.08743984658,0.0942065589,0.1303199452,0.05838884932,0.06879526575,0.4391504658,0.4319089425,0.1289405918,8
Patriots 2021,Patriots,4645686,5995321,17865475,15278024,29626483,73410989,9620537,17559662,22789047,20807958,20534652,91311856,2021,0.588,1,0,182500000,0.0254558137,0.03285107397,0.0978930137,0.0837152,0.1623368932,0.05271527123,0.09621732603,0.1248714904,0.1140162082,0.1125186411,0.500338937,0.4022519945,0.09740906849,10
Saints 2021,Saints,4266117,8210277,14666168,11853791,29430260,68426613,8119313,16877510,11701382,19014778,8281114,63994097,2021,0.529,0,0,182500000,0.02337598356,0.04498781918,0.08036256438,0.06495227945,0.1612616986,0.0444893863,0.09247950685,0.06411716164,0.1041905644,0.04537596712,0.3506525863,0.3749403452,0.2744070685,9
Giants 2021,Giants,8984088,14243098,17100319,13588566,30547004,84463075,17946070,6332731,11369889,16104871,20717406,72470967,2021,0.235,0,0,182500000,0.04922787945,0.0780443726,0.09370037808,0.07445789589,0.1673808438,0.09833463014,0.03469989589,0.06230076164,0.08824586849,0.1135200329,0.397101189,0.4628113699,0.1400874411,4
Jets 2021,Jets,7962377,3954009,29573413,6176082,45637619,93303500,18957019,17880400,16904572,15659946,6983190,76385127,2021,0.235,0,0,182500000,0.04362946301,0.02166580274,0.1620460986,0.03384154521,0.2500691452,0.1038740767,0.09797479452,0.09262779178,0.08580792329,0.03826405479,0.4185486411,0.5112520548,0.07019930411,4
Eagles 2021,Eagles,2622691,3587095,10234216,5787910,38148853,60380765,21527711,16619103,5457482,5487108,15124292,64215696,2021,0.529,1,0,182500000,0.01437090959,0.01965531507,0.05607789589,0.03171457534,0.209034811,0.1179600603,0.09106357808,0.02990401096,0.03006634521,0.08287283288,0.3518668274,0.3308535068,0.3172796658,9
Steelers 2021,Steelers,29853066,5480165,8548274,6995881,15125238,66002624,23090770,10365229,11332162,7309930,21940345,74038436,2021,0.559,1,0,182500000,0.1635784438,0.03002830137,0.04683985753,0.03833359452,0.08287801644,0.1265247671,0.05679577534,0.06209403836,0.04005441096,0.1202210685,0.4056900603,0.3616582137,0.232651726,9
49ers 2021,49ers,33349156,8755882,9519367,7605421,29961607,89191433,21445797,25138133,7616028,9059886,12969437,76229281,2021,0.588,1,0,182500000,0.1827351014,0.04797743562,0.05216091507,0.04167353973,0.164173189,0.1175112164,0.1377431945,0.04173166027,0.04964321096,0.07106540822,0.4176946904,0.4887201808,0.09358512877,10
Seahawks 2021,Seahawks,33507500,8917195,12939419,6010177,26938287,88312578,9216698,11869192,24484624,11188515,6760542,63519571,2021,0.412,0,0,182500000,0.1836027397,0.04886134247,0.07090092603,0.03293247671,0.1476070521,0.05050245479,0.06503666849,0.1341623233,0.06130693151,0.03704406575,0.3480524438,0.483904537,0.1680430192,7
Buccaneers 2021,Buccaneers,13552013,7903400,27844841,11246722,32632000,93178976,18437066,20874895,14636136,6607793,10080486,70636376,2021,0.765,1,0,182500000,0.07425760548,0.04330630137,0.1525744712,0.06162587397,0.1788054795,0.1010250192,0.1143829863,0.08019800548,0.03620708493,0.05523553973,0.3870486356,0.5105697315,0.1023816329,13
Titans 2021,Titans,12020333,15512770,9832138,7244014,41177168,85786423,10176787,10731638,10537795,18006045,11198678,60650943,2021,0.706,1,0,182500000,0.06586483836,0.08500147945,0.05387472877,0.0396932274,0.2256283178,0.05576321644,0.05880349589,0.05774134247,0.09866326027,0.06136261918,0.3323339342,0.4700625918,0.197603474,12
Commanders 2021,Commanders,13591944,3951831,11023030,7081381,43517622,79165808,20312747,13948471,10373793,22785858,22097770,89518639,2021,0.412,0,0,182500000,0.07447640548,0.02165386849,0.06040016438,0.03880208767,0.2384527233,0.1113027233,0.07642997808,0.05684270137,0.1248540164,0.1210836712,0.4905130904,0.4337852493,0.07570166027,7
Packers 2021,Packers,30581060,6594753,25476456,6298940,25662744,94613953,14912057,30741794,3709686,12249104,10494161,72106802,2021,0.765,1,0,182500000,0.1675674521,0.03613563288,0.1395970192,0.03451473973,0.1406177753,0.08170990137,0.1684481863,0.02032704658,0.06711837808,0.05750225205,0.3951057644,0.5184326192,0.08646161644,13
Cardinals 2020,Cardinals,9578101,10593827,23209798,5105235,29353069,77840030,12796580,32876967,18224888,6926444,25002424,95827303,2020,0.5,0,0,198200000,0.04832543391,0.05345018668,0.1171029162,0.02575799697,0.1480982291,0.06456397578,0.1658777346,0.09195200807,0.03494674067,0.126147447,0.4834879062,0.3927347629,0.123777331,8
Falcons 2020,Falcons,21507782,9372815,26854214,3078558,35991007,96804376,17819198,14691090,13006119,17770690,7025458,70312555,2020,0.25,0,0,198200000,0.1085155499,0.04728968214,0.1354904844,0.01553258325,0.1815893391,0.08990513623,0.07412255298,0.06562118567,0.08966039354,0.03544630676,0.3547555752,0.4884176387,0.1568267861,4
Ravens 2020,Ravens,5966788,8155745,12794229,8389562,21116613,56422937,27706314,25887415,7122223,6137220,36177351,103030523,2020,0.688,1,0,198200000,0.03010488396,0.0411490666,0.06455211403,0.04232876892,0.1065419425,0.1397896771,0.1306125883,0.03593452573,0.03096478305,0.1825295207,0.5198310949,0.284676776,0.1954921292,11
Bills 2020,Bills,8756449,5465493,34088188,10368680,38644130,97322940,21223086,31426602,16731863,16659474,20736847,106777872,2020,0.813,1,0,198200000,0.04417986377,0.02757564581,0.1719888396,0.05231422805,0.1949754289,0.1070791423,0.1585600505,0.08441908678,0.08405385469,0.1046258678,0.538738002,0.4910340061,-0.02977200807,13
Panthers 2020,Panthers,15601427,12031841,16714487,2979798,35976093,83303646,26270183,11266370,12158932,9916654,4327671,63939810,2020,0.313,0,0,198200000,0.07871557518,0.06070555499,0.08433141776,0.01503429869,0.1815140918,0.1325438093,0.05684344097,0.06134678103,0.05003357215,0.02183486882,0.3226024723,0.4203009384,0.2570965893,5
Bears 2020,Bears,16294775,5188323,25075558,10102779,29765996,86427431,23369611,34953918,11570430,7673452,22163187,99730598,2020,0.5,1,0,198200000,0.08221379919,0.02617720989,0.1265164379,0.05097264884,0.1501816145,0.1179092381,0.1763568012,0.05837754793,0.03871570131,0.111822336,0.5031816246,0.4360617104,0.06075666498,8
Bengals 2020,Bengals,7882344,10305900,37184947,9965411,27247745,92586347,29271973,4182486,5961669,13144334,27676010,80236472,2020,0.281,0,0,198200000,0.03976964682,0.0519974773,0.1876132543,0.05027957114,0.1374760091,0.1476890666,0.02110235116,0.03007905651,0.06631853683,0.139636781,0.4048257921,0.4671359586,0.1280382492,4
Browns 2020,Browns,11937673,6893053,33178607,8176049,40583203,100768585,17914080,26132262,6861412,9671857,18075490,78655101,2020,0.688,1,0,198200000,0.06023043895,0.03477826942,0.1673996317,0.04125150858,0.2047588446,0.09038385469,0.1318479415,0.03461862765,0.04879847124,0.09119823411,0.3968471292,0.5084186932,0.0947341776,11
Cowboys 2020,Cowboys,35728728,12355915,18148958,6554264,27902811,100690676,13356195,14629219,18552489,5243874,9660756,61442533,2020,0.375,0,0,198200000,0.1802660343,0.06234064077,0.09156891019,0.03306894046,0.1407810848,0.06738746216,0.0738103885,0.093604889,0.02645748739,0.04874246216,0.3100026892,0.5080256105,0.1819717003,6
Broncos 2020,Broncos,3938956,9025620,9316695,7139192,24536776,53957239,23618489,36419854,3752646,27037756,20138402,110967147,2020,0.313,0,0,198200000,0.01987364279,0.04553794147,0.0470065338,0.03602014127,0.1237980626,0.1191649294,0.1837530474,0.01893363269,0.1364165288,0.1016064682,0.5598746065,0.2722363219,0.1678890716,5
Lions 2020,Lions,23776471,4561066,17671718,10449973,22917842,79377070,8469068,26497026,16088641,8317073,27875270,87247078,2020,0.313,0,0,198200000,0.1199620131,0.02301244198,0.08916103935,0.05272438446,0.1156298789,0.04272990918,0.1336883249,0.08117376892,0.04196303229,0.1406421292,0.4401971645,0.4004897578,0.1593130777,5
Texans 2020,Texans,14334715,16353897,23107507,6027564,37592815,97416498,23019923,16478521,17873795,7768067,15354867,80495173,2020,0.25,0,0,198200000,0.07232449546,0.08251209384,0.1165868163,0.03041152371,0.189671115,0.1161449193,0.08314087286,0.0901806004,0.03919307265,0.07747157921,0.4061310444,0.4915060444,0.1023629112,4
Colts 2020,Colts,47105566,5629641,19415611,10806164,50913166,133870148,33864259,15097967,7983967,7437136,13393415,77776744,2020,0.688,1,0,198200000,0.2376668315,0.02840383956,0.09795969223,0.05452151362,0.2568777296,0.1708590262,0.07617541372,0.04028237639,0.03752339051,0.06757525227,0.3924154591,0.6754296065,-0.06784506559,11
Jaguars 2020,Jaguars,2218968,4284150,13008642,7035664,34261623,60809047,9073262,10129711,24171380,6022218,15313716,64710287,2020,0.063,0,0,198200000,0.0111956004,0.02161528759,0.06563391524,0.0354978002,0.17286389,0.04577831483,0.05110853179,0.1219544904,0.03038455096,0.0772639556,0.3264898436,0.3068064934,0.366703663,1
Chiefs 2020,Chiefs,7250503,5099201,36777928,12578400,36669047,98375079,18388976,27380548,21534268,23192615,7893856,98390263,2020,0.875,1,0,198200000,0.03658175076,0.02572755298,0.1855596771,0.06346316852,0.185010328,0.09277989909,0.1381460545,0.1086491826,0.117016221,0.03982772957,0.4964190868,0.4963424773,0.007238435923,14
Raiders 2020,Raiders,31625000,8300028,18214691,15657398,53138925,126936042,13236548,18222524,16390125,20138076,8384032,76371305,2020,0.5,0,0,198200000,0.1595610494,0.0418770333,0.09190056004,0.07899797175,0.2681075933,0.06678379415,0.09194008073,0.08269487891,0.1016048234,0.04230086781,0.385324445,0.6404442079,-0.02576865288,8
Chargers 2020,Chargers,13077156,7122592,19513770,16077000,32040903,87831421,11318006,34806798,15450481,8080983,22250416,91906684,2020,0.438,0,0,198200000,0.06597959637,0.03593638749,0.0984549445,0.08111503532,0.1616594501,0.05710396569,0.1756145207,0.07795399092,0.04077186176,0.112262442,0.463706781,0.4431454137,0.09314780525,7
